,STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2
46010,CA,2,H,F,3,L,E,A
46011,FL,18,H,M,2,L,F,B
46012,other,24,U,other,2,L,F,C
46013,GA,40,H,F,3,L,G,A
46014,IL,8,H,M,2,L,F,A
46015,TX,53,U,F,2,L,F,D
46016,CA,11,H,M,3,L,F,A
46017,other,27,H,F,2,L,G,B
46018,MI,31,H,M,2,L,G,B
46019,MI,17,U,F,3,L,E,A
46020,other,45,U,F,3,L,F,D
46021,other,43,H,M,3,L,F,B
46022,TX,35,H,F,2,L,G,A
46023,MI,8,U,M,2,L,G,A
46024,other,36,H,M,3,L,G,D
46025,CA,11,H,M,2,L,F,A
46026,CA,13,H,M,3,L,G,A
46027,IL,40,H,M,3,L,F,B
46028,FL,16,U,F,2,L,F,B
46029,TX,19,H,M,2,L,F,B
46030,WI,12,H,F,3,L,D,B
46031,MI,8,U,M,2,L,F,A
46032,other,49,U,M,1,L,D,C
46033,NC,35,H,F,3,L,G,B
46034,FL,27,H,F,3,L,F,C
46035,GA,35,U,M,3,L,G,B
46036,IL,13,U,F,3,L,G,A
46037,other,38,H,F,2,L,F,C
46038,MO,24,H,M,3,L,F,A
46039,other,16,U,F,3,L,F,B
46040,IL,11,H,F,3,L,F,A
46041,other,6,H,M,3,L,G,A
46042,WA,23,U,M,3,L,D,C
46043,IL,2,U,M,3,L,E,A
46044,MI,27,H,M,2,L,D,C
46045,CA,2,H,M,3,L,G,A
46046,other,27,U,F,1,L,F,C
46047,IL,13,H,F,2,L,G,A
46048,other,27,H,F,3,L,F,B
46049,other,40,H,M,2,L,F,B
46050,other,11,H,M,3,L,E,C
46051,other,21,H,M,3,L,F,B
46052,CA,13,H,F,1,L,E,B
46053,TX,18,H,M,3,L,F,A
46054,MO,28,H,F,3,L,E,B
46055,IL,4,U,F,3,L,F,A
46056,TX,7,H,M,3,L,F,B
46057,other,43,H,F,2,L,E,C
46058,MO,27,H,M,3,L,E,D
46059,other,41,U,other,3,L,E,B
46060,other,50,U,F,3,L,F,C
46061,IL,24,H,F,2,L,G,A
46062,MI,51,U,F,2,L,F,D
46063,FL,24,H,F,1,L,G,C
46064,CA,14,H,F,3,L,G,A
46065,other,3,U,M,3,L,F,B
46066,CA,2,H,M,1,L,F,A
46067,MI,8,H,M,3,L,G,A
46068,CA,11,U,F,3,L,E,A
46069,other,39,U,M,3,L,F,B
46070,MI,14,H,F,1,L,D,A
46071,other,45,U,M,3,L,F,D
46072,MI,12,U,F,3,L,G,A
46073,MI,39,U,M,3,L,G,D
46074,TX,18,H,F,3,L,G,A
46075,other,36,H,F,2,L,E,B
46076,MI,49,H,F,3,L,E,A
46077,CA,23,U,F,3,L,F,A
46078,IL,27,H,F,3,L,E,A
46079,NC,32,H,M,3,L,F,B
46080,FL,49,H,F,3,L,E,C
46081,other,51,U,other,1,L,F,B
46082,CA,12,H,M,3,L,F,A
46083,other,21,U,F,3,L,E,B
46084,WA,12,H,M,3,L,F,C
46085,NC,27,U,F,3,L,F,B
46086,MI,9,H,F,2,L,F,A
46087,other,12,U,M,3,L,D,B
46088,MI,51,H,F,3,L,F,D
46089,CA,11,U,F,3,L,G,A
46090,other,45,U,M,3,L,E,C
46091,TX,30,U,M,3,L,E,B
46092,NC,24,H,F,3,L,F,B
46093,TX,8,U,F,3,L,D,A
46094,other,20,H,F,3,L,F,B
46095,CA,21,H,F,3,L,G,A
46096,other,25,H,M,3,L,E,C
46097,other,25,H,F,3,L,F,B
46098,WI,40,H,F,2,L,E,C
46099,other,27,U,F,2,L,G,D
46100,TX,15,H,F,3,L,E,B
46101,NC,28,H,F,2,L,G,B
46102,CA,19,U,M,3,L,F,A
46103,TX,19,H,M,2,L,E,A
46104,other,51,U,M,2,L,G,D
46105,CA,16,H,F,3,L,E,B
46106,FL,49,U,F,3,L,G,B
46107,other,30,U,M,3,L,F,B
46108,MI,30,H,M,3,L,E,B
46109,IL,51,U,F,2,L,F,D
46110,other,4,U,F,3,L,F,B
46111,WI,49,U,M,3,L,E,C
46112,other,37,U,F,3,L,E,B
46113,other,38,U,F,1,L,F,C
46114,TX,18,H,M,3,L,G,A
46115,NC,43,H,F,2,L,D,C
46116,other,39,U,F,3,L,F,C
46117,FL,14,H,F,3,L,E,A
46118,CA,1,U,F,3,L,F,A
46119,FL,34,H,F,3,L,F,B
46120,other,34,U,F,1,L,D,B
46121,other,51,U,F,3,L,F,D
46122,FL,28,H,M,2,L,F,B
46123,WA,40,U,F,3,L,F,B
46124,MI,12,H,F,3,L,E,B
46125,CA,11,H,M,3,L,G,A
46126,MI,30,U,M,1,L,F,B
46127,other,39,H,F,2,L,G,B
46128,CA,46,U,F,2,L,F,D
46129,TX,25,U,F,3,L,F,A
46130,FL,29,H,M,3,L,E,B
46131,CA,25,U,F,3,L,E,A
46132,other,38,H,M,3,L,F,C
46133,other,43,H,M,2,L,F,B
46134,other,35,H,other,3,L,E,B
46135,other,51,U,M,3,L,F,D
46136,other,6,U,M,3,L,G,B
46137,IN,30,H,F,3,L,E,C
46138,other,19,U,M,3,L,F,A
46139,MI,10,H,F,2,L,F,A
46140,TX,45,H,F,3,L,G,D
46141,other,13,H,F,3,L,F,D
46142,GA,35,H,M,3,L,F,B
46143,other,40,U,other,2,L,E,B
46144,IN,40,U,F,3,L,F,D
46145,TX,39,H,F,2,L,D,B
46146,CA,2,H,F,2,L,G,A
46147,other,16,U,F,3,L,F,B
46148,IN,39,H,F,3,L,F,C
46149,other,53,U,F,2,L,E,D
46150,MI,10,U,F,2,L,G,A
46151,other,24,H,F,2,L,G,A
46152,CA,10,U,M,3,L,F,A
46153,NC,44,U,M,3,L,F,B
46154,TX,15,U,F,3,L,F,B
46155,CA,6,H,M,2,L,F,A
46156,WA,49,U,M,3,L,G,C
46157,CA,2,H,F,3,L,F,A
46158,FL,6,U,F,3,L,F,A
46159,MI,10,U,F,2,L,F,A
46160,CA,2,H,F,3,L,F,A
46161,other,12,U,M,3,L,E,A
46162,MI,21,H,F,3,L,F,A
46163,IN,25,U,F,1,L,E,A
46164,IL,16,H,F,3,L,F,B
46165,other,35,H,M,3,L,D,B
46166,TX,7,U,M,3,L,G,A
46167,CA,6,H,F,3,L,F,A
46168,GA,50,H,M,3,L,F,D
46169,IL,22,H,M,3,L,F,A
46170,other,46,U,M,3,L,D,C
46171,CA,2,H,M,2,L,G,A
46172,FL,5,U,F,3,L,D,A
46173,IL,5,H,F,3,L,F,A
46174,other,36,H,F,2,L,E,D
46175,other,14,H,M,3,L,E,B
46176,other,30,H,M,3,L,G,B
46177,other,35,U,F,2,L,D,B
46178,other,43,U,M,3,L,G,D
46179,FL,29,H,M,3,L,D,B
46180,other,49,H,M,3,L,E,B
46181,MI,14,H,F,2,L,G,A
46182,CA,13,H,F,3,L,F,A
46183,other,27,U,F,2,L,F,C
46184,CA,3,H,M,3,L,F,A
46185,FL,23,U,M,2,L,G,B
46186,CA,13,U,M,1,L,F,A
46187,MO,42,U,M,3,L,F,A
46188,GA,40,H,F,2,L,E,C
46189,other,13,H,F,3,L,F,B
46190,WI,30,H,M,3,L,F,C
46191,other,26,U,M,1,L,F,B
46192,other,44,H,F,3,L,F,C
46193,IL,36,U,F,1,L,E,D
46194,other,30,H,M,3,L,F,C
46195,TX,40,U,F,2,L,D,A
46196,other,49,U,F,3,L,E,D
46197,WI,43,U,F,2,L,D,D
46198,other,40,U,F,1,L,F,B
46199,MI,10,H,M,3,L,E,A
46200,other,33,H,F,3,L,F,B
46201,MI,32,H,M,3,L,E,C
46202,NC,40,H,F,2,L,G,B
46203,FL,41,U,M,3,L,F,B
46204,other,51,H,F,3,L,F,B
46205,other,45,H,F,2,L,E,D
46206,NC,22,U,F,3,L,D,B
46207,MI,39,U,F,3,L,D,C
46208,MI,22,U,F,3,L,F,A
46209,CA,28,U,F,3,L,G,A
46210,other,31,H,M,3,L,G,B
46211,CA,41,U,F,3,L,G,B
46212,other,31,U,M,1,L,F,B
46213,other,27,H,F,3,L,F,C
46214,other,18,U,M,3,L,G,B
46215,other,20,H,F,3,L,E,A
46216,FL,13,H,M,2,L,F,B
46217,other,47,U,F,3,L,E,D
46218,GA,15,H,M,1,L,F,A
46219,other,24,U,F,3,L,E,B
46220,other,21,H,F,3,L,F,B
46221,other,30,U,F,3,L,E,B
46222,other,35,H,F,2,L,G,B
46223,other,18,H,M,3,L,F,B
46224,IL,1,U,M,3,L,E,A
46225,WA,11,H,F,3,L,F,A
46226,IL,46,H,M,3,L,F,D
46227,FL,37,H,F,3,L,F,A
46228,MI,35,H,F,3,L,F,B
46229,other,40,U,M,2,L,E,D
46230,other,44,U,M,2,L,G,D
46231,other,17,H,F,3,L,F,B
46232,IN,20,H,F,1,L,F,B
46233,WI,45,H,M,3,L,D,D
46234,CA,15,U,M,3,L,F,A
46235,MI,53,H,M,2,L,E,D
46236,IN,30,H,M,3,L,G,A
46237,other,41,U,M,3,L,D,B
46238,other,46,U,F,3,L,G,D
46239,CA,3,U,M,3,L,G,A
46240,FL,33,H,M,3,L,D,C
46241,WI,13,H,F,2,L,F,B
46242,MI,27,H,F,3,L,F,B
46243,other,39,H,F,2,L,G,B
46244,CA,29,U,M,3,L,F,A
46245,TX,45,U,F,2,L,F,D
46246,TX,3,H,F,3,L,F,A
46247,other,27,H,F,2,L,E,C
46248,WA,16,H,other,3,L,D,A
46249,WA,44,U,F,2,L,E,A
46250,IN,44,H,F,3,L,F,B
46251,CA,42,U,M,3,L,G,B
46252,WI,40,U,F,3,L,F,B
46253,FL,47,U,F,3,L,F,D
46254,other,26,H,M,3,L,F,B
46255,other,18,U,F,3,L,F,B
46256,other,35,U,F,3,L,G,A
46257,MI,43,H,F,3,L,E,C
46258,CA,36,U,M,3,L,G,A
46259,FL,29,U,F,3,L,F,B
46260,CA,40,H,M,3,L,F,A
46261,CA,12,U,F,3,L,E,B
46262,TX,35,U,M,1,L,F,A
46263,FL,16,U,F,2,L,D,A
46264,other,38,H,M,3,L,F,D
46265,IN,40,H,M,3,L,G,C
46266,WI,12,U,M,3,L,G,B
46267,TX,12,H,M,3,L,E,A
46268,CA,11,U,F,3,L,G,A
46269,CA,5,U,F,3,L,G,A
46270,CA,20,U,M,3,L,F,A
46271,other,14,H,F,3,L,F,A
46272,other,44,U,F,3,L,G,D
46273,WA,21,U,M,3,L,F,A
46274,FL,24,U,M,3,L,F,A
46275,other,51,U,F,3,L,F,D
46276,FL,23,H,F,3,L,F,B
46277,IL,48,U,M,3,L,G,D
46278,other,43,H,F,2,L,E,D
46279,CA,15,H,M,1,L,F,A
46280,other,18,H,F,1,L,F,B
46281,other,50,U,M,3,L,E,B
46282,WA,30,U,F,3,L,F,A
46283,other,36,H,F,3,L,E,B
46284,other,40,H,F,3,L,F,B
46285,other,47,H,F,3,L,D,C
46286,other,31,U,F,3,L,E,B
46287,other,48,H,F,3,L,E,D
46288,TX,14,H,F,3,L,F,B
46289,MO,5,H,M,2,L,D,A
46290,MI,24,H,F,2,L,F,B
46291,other,14,H,F,3,L,E,B
46292,MI,46,H,M,3,L,D,C
46293,CA,25,H,F,3,L,D,C
46294,other,2,H,F,3,L,F,A
46295,WA,18,U,F,3,L,F,A
46296,other,27,U,F,3,L,G,B
46297,WI,40,H,F,3,L,E,C
46298,IN,43,H,F,2,L,E,D
46299,CA,1,U,M,3,L,E,A
46300,FL,31,U,M,2,L,E,A
46301,other,51,U,other,2,L,D,D
46302,CA,2,H,F,3,L,F,A
46303,IN,36,U,F,3,L,D,D
46304,other,32,H,M,3,L,G,C
46305,other,18,H,M,3,L,E,B
46306,CA,24,U,F,3,L,E,A
46307,CA,20,U,F,3,L,G,A
46308,other,46,H,F,2,L,G,B
46309,TX,45,U,F,2,L,E,D
46310,WI,20,H,M,3,L,E,B
46311,other,42,U,F,1,L,D,B
46312,CA,7,H,M,3,L,F,A
46313,GA,11,H,F,3,L,E,B
46314,CA,3,H,F,3,L,G,A
46315,other,50,U,F,3,L,F,D
46316,CA,9,U,F,3,L,F,A
46317,CA,8,U,M,3,L,E,A
46318,CA,8,U,F,3,L,F,A
46319,MI,40,U,F,2,L,E,A
46320,other,40,H,F,3,L,E,C
46321,CA,9,U,F,3,L,F,A
46322,GA,39,H,M,3,L,F,A
46323,WA,24,H,F,3,L,E,C
46324,other,46,U,F,1,L,F,A
46325,other,44,U,M,3,L,F,C
46326,MO,49,H,F,2,L,F,D
46327,NC,30,H,F,2,L,F,B
46328,other,27,U,M,1,L,F,B
46329,other,16,U,F,3,L,F,B
46330,other,20,U,F,2,L,E,B
46331,CA,52,H,M,3,L,E,C
46332,CA,2,H,other,2,L,F,B
46333,other,30,H,F,3,L,F,C
46334,NC,36,U,F,3,L,E,B
46335,MI,12,H,F,3,L,F,A
46336,CA,23,U,F,2,L,E,B
46337,CA,1,U,F,1,L,G,A
46338,FL,12,U,F,3,L,F,B
46339,CA,12,H,F,2,L,D,B
46340,other,40,H,F,2,L,F,A
46341,MI,41,H,F,3,L,F,A
46342,WA,17,H,F,3,L,E,A
46343,WA,13,H,F,3,L,F,A
46344,TX,4,U,M,3,L,F,A
46345,MI,36,H,M,3,L,F,D
46346,GA,27,H,F,3,L,F,A
46347,other,39,H,F,3,L,F,D
46348,other,17,U,F,3,L,E,B
46349,other,40,H,M,3,L,F,A
46350,CA,40,H,F,3,L,G,C
46351,IL,5,U,M,2,L,F,A
46352,IN,40,H,F,2,L,E,A
46353,MI,18,U,M,3,L,F,A
46354,CA,40,H,F,3,L,E,A
46355,WI,35,H,F,3,L,G,B
46356,TX,10,H,F,2,L,F,B
46357,other,14,H,F,3,L,D,A
46358,other,39,U,F,2,L,F,C
46359,other,40,H,M,3,L,E,B
46360,FL,5,H,F,2,L,F,A
46361,other,28,U,M,3,L,G,B
46362,FL,5,H,M,3,L,E,A
46363,other,39,H,F,3,L,F,D
46364,MI,38,U,F,3,L,E,D
46365,other,8,U,M,3,L,G,A
46366,FL,24,H,F,3,L,F,B
46367,MO,3,U,F,3,L,F,A
46368,other,34,H,F,3,L,E,B
46369,other,30,H,F,3,L,F,B
46370,MI,38,H,M,2,L,E,A
46371,other,51,U,F,3,L,F,C
46372,FL,12,H,F,3,L,F,A
46373,other,45,H,M,3,L,F,D
46374,other,18,U,F,3,L,E,B
46375,CA,36,U,F,1,L,F,D
46376,CA,10,H,M,3,L,F,A
46377,NC,36,U,M,2,L,E,C
46378,other,27,H,M,2,L,G,C
46379,CA,7,H,F,3,L,F,A
46380,other,27,H,M,3,L,F,D
46381,other,27,H,F,2,L,G,C
46382,other,35,H,M,3,L,G,C
46383,other,40,H,M,3,L,F,B
46384,CA,7,H,M,3,L,F,B
46385,TX,43,H,F,3,L,E,D
46386,CA,3,U,F,1,L,F,A
46387,CA,2,U,F,3,L,G,A
46388,other,12,H,F,3,L,F,A
46389,other,41,U,F,3,L,E,D
46390,other,45,H,F,3,L,G,D
46391,CA,35,H,F,3,L,F,A
46392,FL,10,U,M,3,L,G,A
46393,other,40,H,F,2,L,E,A
46394,CA,23,H,F,2,L,E,B
46395,IL,53,U,M,3,L,G,D
46396,other,14,H,M,3,L,F,B
46397,other,16,H,F,3,L,F,B
46398,other,40,H,M,3,L,F,C
46399,other,35,H,M,3,L,F,B
46400,IN,28,H,other,3,L,F,A
46401,FL,15,H,M,3,L,F,B
46402,NC,40,H,M,3,L,F,B
46403,other,48,U,M,3,L,F,D
46404,CA,42,U,F,3,L,G,B
46405,WA,38,U,M,3,L,D,A
46406,CA,25,H,M,3,L,F,C
46407,WA,44,H,M,3,L,E,C
46408,CA,18,U,M,3,L,F,A
46409,CA,11,H,M,2,L,E,A
46410,other,11,U,F,3,L,F,B
46411,other,20,U,F,3,L,F,B
46412,TX,24,U,M,3,L,F,A
46413,other,21,H,F,3,L,E,B
46414,CA,3,U,F,3,L,F,A
46415,other,2,U,F,1,L,E,B
46416,WA,46,H,M,2,L,G,C
46417,IL,37,U,F,3,L,E,C
46418,IL,13,U,M,3,L,F,A
46419,other,24,U,F,3,L,G,C
46420,IL,16,U,M,2,L,F,A
46421,other,40,U,F,3,L,D,C
46422,WA,42,U,F,3,L,F,C
46423,NC,37,U,M,3,L,E,C
46424,TX,27,U,F,3,L,F,B
46425,WI,13,H,F,1,L,E,B
46426,FL,5,H,F,3,L,F,A
46427,other,40,U,M,3,L,G,B
46428,FL,28,H,M,3,L,F,A
46429,other,44,H,F,3,L,F,B
46430,MI,33,H,F,3,L,F,B
46431,NC,18,H,M,3,L,G,B
46432,other,29,U,M,3,L,F,A
46433,TX,2,H,M,3,L,F,A
46434,other,18,H,F,3,L,G,B
46435,GA,49,H,F,2,L,F,C
46436,GA,39,U,F,3,L,F,B
46437,CA,27,U,M,3,L,D,A
46438,FL,2,H,F,3,L,F,A
46439,other,41,U,F,1,L,F,C
46440,other,36,U,M,1,L,E,D
46441,other,18,H,F,3,L,F,A
46442,other,36,U,M,3,L,F,B
46443,other,39,U,M,3,L,F,C
46444,CA,17,H,F,2,L,E,A
46445,other,18,H,F,3,L,G,B
46446,other,43,U,F,3,L,G,D
46447,CA,26,U,F,1,L,F,B
46448,TX,27,U,M,1,L,F,C
46449,other,43,U,other,1,L,E,D
46450,other,44,U,F,3,L,G,B
46451,other,27,H,M,3,L,F,B
46452,CA,19,U,F,3,L,G,A
46453,other,49,H,F,3,L,E,B
46454,MI,44,H,F,3,L,D,B
46455,TX,16,H,F,3,L,E,A
46456,IL,18,U,F,3,L,G,A
46457,other,26,U,F,3,L,F,B
46458,FL,31,U,F,2,L,E,B
46459,other,35,H,F,3,L,G,C
46460,CA,1,U,M,3,L,G,A
46461,GA,40,H,F,3,L,F,A
46462,other,46,H,F,2,L,E,D
46463,other,43,U,F,3,L,G,D
46464,CA,38,H,M,3,L,G,A
46465,CA,19,U,F,3,L,F,A
46466,CA,20,U,M,3,L,E,A
46467,CA,13,U,F,3,L,E,A
46468,other,16,H,F,3,L,D,B
46469,other,12,H,F,3,L,F,B
46470,FL,15,U,F,3,L,E,A
46471,CA,34,U,F,3,L,F,A
46472,CA,11,U,F,3,L,E,A
46473,other,45,U,F,2,L,D,D
46474,TX,13,H,M,3,L,G,A
46475,CA,40,H,F,3,L,F,A
46476,NC,15,H,M,3,L,F,B
46477,CA,9,H,M,3,L,F,A
46478,TX,21,U,other,2,L,E,A
46479,MO,18,U,F,3,L,F,A
46480,NC,39,U,M,3,L,G,B
46481,CA,19,H,F,2,L,F,A
46482,FL,33,H,M,2,L,E,B
46483,GA,31,U,F,2,L,F,C
46484,GA,11,U,F,2,L,F,A
46485,other,17,U,F,1,L,E,B
46486,other,31,U,F,3,L,F,B
46487,GA,43,U,M,2,L,F,D
46488,other,51,H,M,2,L,F,C
46489,GA,24,H,F,1,L,F,A
46490,other,43,U,M,3,L,E,D
46491,other,51,U,F,1,L,D,D
46492,IN,46,H,M,3,L,E,D
46493,FL,37,H,F,3,L,F,C
46494,MI,21,H,F,3,L,G,C
46495,other,40,H,M,2,L,E,A
46496,CA,1,H,M,2,L,G,A
46497,IL,18,H,F,3,L,F,A
46498,other,25,U,F,2,L,F,D
46499,TX,49,H,M,2,L,F,D
46500,IL,14,H,M,2,L,E,A
46501,other,36,H,M,3,L,E,C
46502,IN,43,H,M,2,L,D,D
46503,CA,40,H,M,2,L,F,A
46504,CA,24,H,F,1,L,F,A
46505,GA,15,U,F,3,L,E,A
46506,other,5,U,F,3,L,F,B
46507,other,12,U,F,3,L,F,B
46508,WA,24,U,F,3,L,D,A
46509,WI,30,U,M,3,L,G,C
46510,other,43,U,F,3,L,E,C
46511,MO,13,H,F,3,L,G,A
46512,other,36,U,F,3,L,E,C
46513,FL,27,H,M,3,L,G,B
46514,WA,18,H,F,3,L,D,A
46515,MI,16,H,F,3,L,E,A
46516,other,24,H,F,2,L,G,B
46517,FL,28,U,F,3,L,F,A
46518,FL,26,H,F,3,L,F,B
46519,other,11,H,M,3,L,F,A
46520,IL,44,H,F,3,L,F,A
46521,WA,26,U,F,2,L,F,A
46522,GA,46,U,M,2,L,F,C
46523,FL,39,U,M,3,L,G,B
46524,IL,39,U,M,3,L,F,A
46525,TX,12,H,M,3,L,F,A
46526,CA,13,H,F,2,L,F,A
46527,CA,43,U,M,3,L,E,D
46528,WA,49,U,F,2,L,F,D
46529,CA,8,H,M,3,L,E,A
46530,other,40,H,M,1,L,F,B
46531,other,32,H,F,3,L,F,B
46532,CA,36,U,F,2,L,F,C
46533,other,28,H,F,2,L,F,C
46534,IL,36,U,F,3,L,F,C
46535,IL,13,H,M,3,L,D,A
46536,other,23,U,F,3,L,G,B
46537,WI,20,U,F,3,L,E,B
46538,other,49,U,M,3,L,F,C
46539,other,35,H,F,3,L,F,B
46540,CA,24,U,F,3,L,F,A
46541,other,12,H,F,3,L,G,B
46542,TX,2,H,F,3,L,F,A
46543,other,37,U,F,3,L,F,C
46544,GA,31,H,F,3,L,E,A
46545,FL,40,H,F,2,L,G,D
46546,TX,22,H,F,1,L,F,A
46547,TX,49,H,M,2,L,F,D
46548,TX,35,H,F,2,L,E,A
46549,MI,17,U,M,3,L,F,A
46550,GA,34,U,M,3,L,G,A
46551,WA,17,U,M,3,L,G,A
46552,IL,10,U,F,3,L,G,A
46553,other,29,H,M,3,L,F,A
46554,CA,2,H,M,3,L,F,A
46555,IL,28,U,F,2,L,F,B
46556,other,51,H,M,2,L,F,D
46557,other,40,H,M,3,L,G,B
46558,IL,45,H,M,2,L,E,C
46559,other,11,H,M,3,L,F,B
46560,FL,23,H,F,3,L,E,B
46561,other,46,U,F,3,L,E,D
46562,CA,42,H,M,2,L,G,A
46563,IL,36,H,F,3,L,F,C
46564,TX,53,U,M,2,L,E,B
46565,TX,50,H,F,3,L,F,C
46566,IN,34,H,F,2,L,G,A
46567,other,13,H,other,3,L,G,B
46568,other,44,U,F,3,L,E,B
46569,WA,18,H,M,3,L,F,A
46570,TX,25,H,F,3,L,E,B
46571,MI,39,H,F,2,L,G,C
46572,other,48,U,F,3,L,G,D
46573,IL,41,H,F,3,L,E,C
46574,FL,51,H,F,2,L,F,D
46575,other,45,U,M,1,L,D,B
46576,IN,30,H,M,3,L,F,A
46577,CA,2,H,M,3,L,E,A
46578,FL,51,H,other,3,L,D,D
46579,other,24,H,F,3,L,F,B
46580,other,12,H,M,3,L,E,B
46581,other,18,H,M,2,L,G,B
46582,FL,27,H,F,3,L,F,A
46583,MO,20,U,F,3,L,F,A
46584,FL,49,U,F,2,L,F,B
46585,other,50,U,M,2,L,G,C
46586,CA,13,H,M,3,L,F,A
46587,MO,16,H,F,3,L,F,A
46588,other,36,U,M,2,L,E,D
46589,FL,17,H,F,3,L,F,B
46590,IN,25,H,F,3,L,E,B
46591,other,44,H,F,3,L,D,C
46592,WI,18,U,M,3,L,D,B
46593,MI,17,H,M,2,L,G,A
46594,CA,11,U,M,1,L,G,A
46595,FL,10,H,F,3,L,E,A
46596,IL,27,U,F,3,L,E,A
46597,other,43,U,F,3,L,D,B
46598,WI,51,U,F,2,L,F,D
46599,CA,27,U,M,3,L,F,A
46600,GA,43,H,other,2,L,F,D
46601,MO,18,U,F,3,L,F,B
46602,WA,40,U,M,3,L,G,A
46603,IL,49,U,F,2,L,F,C
46604,TX,30,H,M,2,L,G,B
46605,TX,49,U,F,3,L,E,C
46606,FL,7,H,F,3,L,F,A
46607,IN,11,U,M,3,L,G,B
46608,FL,22,H,F,3,L,D,B
46609,other,45,U,F,3,L,G,D
46610,CA,2,H,F,3,L,F,A
46611,other,43,H,F,2,L,F,B
46612,IL,13,H,F,3,L,F,A
46613,NC,27,H,M,3,L,D,B
46614,IL,8,U,F,2,L,F,A
46615,FL,23,H,F,1,L,E,B
46616,IN,46,U,M,1,L,G,D
46617,FL,16,H,M,2,L,F,B
46618,CA,2,H,M,3,L,F,A
46619,other,39,U,F,3,L,G,D
46620,NC,40,U,F,2,L,F,B
46621,NC,22,U,F,3,L,F,C
46622,TX,28,H,M,3,L,F,C
46623,other,39,H,F,2,L,F,B
46624,NC,40,U,F,2,L,E,B
46625,other,36,H,M,2,L,F,B
46626,other,24,H,F,3,L,F,C
46627,MI,20,H,M,3,L,G,B
46628,other,45,U,M,2,L,G,D
46629,other,11,U,M,1,L,F,B
46630,other,21,H,M,3,L,D,B
46631,CA,14,H,M,3,L,F,A
46632,other,17,U,F,1,L,F,B
46633,other,35,U,M,3,L,F,B
46634,IL,36,U,M,3,L,G,D
46635,FL,26,U,F,3,L,D,B
46636,other,2,U,F,3,L,F,B
46637,CA,2,U,M,3,L,F,A
46638,IL,8,H,M,1,L,G,A
46639,CA,21,U,M,2,L,E,A
46640,other,39,U,F,2,L,F,D
46641,other,18,U,F,2,L,F,A
46642,WA,40,U,F,1,L,G,C
46643,other,40,U,F,1,L,F,B
46644,MO,46,H,M,2,L,G,D
46645,other,8,U,F,3,L,G,B
46646,other,45,U,F,3,L,D,D
46647,FL,48,U,F,3,L,F,D
46648,GA,14,U,F,3,L,F,A
46649,NC,24,H,F,3,L,F,B
46650,WA,12,H,F,3,L,G,A
46651,FL,39,H,F,3,L,D,B
46652,CA,11,U,F,1,L,E,A
46653,other,40,U,M,3,L,F,D
46654,NC,43,U,M,3,L,E,C
46655,GA,27,H,F,2,L,F,A
46656,WA,17,H,F,3,L,F,B
46657,FL,6,U,M,3,L,F,A
46658,MO,51,U,F,3,L,D,D
46659,other,3,H,F,3,L,F,B
46660,MO,1,H,M,3,L,F,A
46661,other,31,U,M,3,L,F,B
46662,CA,27,U,M,3,L,G,B
46663,IL,3,H,F,3,L,F,A
46664,MO,18,H,F,3,L,F,A
46665,FL,16,U,F,3,L,F,B
46666,TX,49,H,F,2,L,D,B
46667,GA,16,H,M,3,L,D,B
46668,other,51,U,F,2,L,F,B
46669,CA,3,H,M,3,L,F,A
46670,MI,48,H,M,3,L,D,D
46671,FL,15,U,F,3,L,E,A
46672,other,40,H,M,3,L,F,C
46673,other,31,U,M,3,L,F,B
46674,other,53,U,M,3,L,E,D
46675,IL,1,U,M,2,L,F,A
46676,WI,44,U,F,2,L,F,C
46677,CA,2,H,M,3,L,F,A
46678,TX,28,H,M,3,L,D,A
46679,other,42,U,F,2,L,F,D
46680,other,2,U,F,3,L,E,B
46681,other,23,H,M,3,L,G,B
46682,GA,40,H,F,3,L,F,A
46683,other,44,H,F,3,L,D,B
46684,NC,34,H,F,3,L,E,C
46685,CA,10,U,F,3,L,G,A
46686,other,45,U,F,3,L,D,D
46687,CA,12,H,M,3,L,G,A
46688,MI,30,H,F,3,L,F,C
46689,other,17,U,other,3,L,D,A
46690,CA,37,U,M,1,L,F,A
46691,IL,36,H,F,3,L,D,A
46692,GA,27,H,F,1,L,F,B
46693,MI,32,H,F,3,L,D,C
46694,CA,12,H,M,3,L,E,A
46695,TX,9,U,F,3,L,E,A
46696,other,43,U,M,2,L,E,C
46697,FL,27,H,F,3,L,D,C
46698,CA,13,H,M,3,L,F,A
46699,MI,5,H,F,3,L,G,A
46700,CA,2,H,M,3,L,G,A
46701,other,45,U,M,3,L,E,D
46702,CA,24,H,M,3,L,G,A
46703,IL,24,H,M,3,L,G,A
46704,NC,40,H,M,2,L,F,C
46705,CA,24,H,F,3,L,F,D
46706,FL,40,H,F,3,L,G,B
46707,WI,49,U,M,2,L,F,C
46708,TX,15,U,F,3,L,E,A
46709,other,45,U,F,3,L,F,D
46710,MI,12,H,F,3,L,G,C
46711,CA,11,U,M,3,L,G,A
46712,FL,33,H,M,3,L,F,B
46713,other,35,H,M,2,L,F,A
46714,other,36,H,F,3,L,F,B
46715,CA,46,U,F,3,L,F,A
46716,WA,3,H,M,3,L,F,A
46717,CA,3,U,F,3,L,F,A
46718,FL,37,H,F,3,L,F,C
